,Unnamed: 0,static_text,log_level,tokens,pos,posNum
2406,9470,"kar entry * contains a .. relative path. For security reasons, it's not allowed.",warn,"[kar, entry, contains, a, relative, path, For, security, reasons, it, s, not, allowed]","['PROPN', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PRON', 'AUX', 'PART', 'VERB']","[96, 92, 100, 90, 84, 92, 85, 92, 92, 95, 87, 94, 100]"
2407,11535,Could not allocate slot for *.,info,"[Could, not, allocate, slot, for]","['AUX', 'PART', 'VERB', 'NOUN', 'ADP']","[87, 94, 100, 92, 85]"
2408,355,SpanReceiver  |  was loaded successfully.,info,"[SpanReceiver, was, loaded, successfully]","['PROPN', 'AUX', 'VERB', 'ADV']","[96, 87, 100, 86]"
2409,2905,"Failed to schedule flush of *, because it is not online on us",warn,"[Failed, to, schedule, flush, of, because, it, is, not, online, on, us]","['VERB', 'PART', 'VERB', 'ADJ', 'ADP', 'SCONJ', 'PRON', 'AUX', 'PART', 'ADJ', 'ADP', 'PRON']","[100, 94, 100, 84, 85, 98, 95, 87, 94, 84, 85, 95]"
2410,8920,Could not skip cache,warn,"[Could, not, skip, cache]","['AUX', 'PART', 'VERB', 'NOUN']","[87, 94, 100, 92]"
2411,8847,Failed to find metadata for keyspace '*'. Continuing... ,info,"[Failed, to, find, metadata, for, keyspace, Continuing]","['VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PROPN']","[100, 94, 100, 92, 85, 92, 96]"
2412,7687,Detaching conversational counter,info,"[Detaching, conversational, counter]","['VERB', 'ADJ', 'NOUN']","[100, 84, 92]"
2413,8296,"Finished hinted handoff of file * to endpoint *: *, partially",info,"[Finished, hinted, handoff, of, file, to, endpoint, partially]","['VERB', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PART', 'VERB', 'ADV']","[100, 100, 92, 85, 92, 94, 100, 86]"
2414,10205,The registered Kryo serializer class for class  |  has changed and is no longer valid; using a dummy Kryo serializer that should be replaced |  as soon as a new Kryo serializer for the class is present.,warn,"[The, registered, Kryo, serializer, class, for, class, has, changed, and, is, no, longer, valid, using, a, dummy, Kryo, serializer, that, should, be, replaced, as, soon, as, a, new, Kryo, serializer, for, the, class, is, present]","['DET', 'ADJ', 'PROPN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'AUX', 'VERB', 'CCONJ', 'AUX', 'PRON', 'ADV', 'ADJ', 'VERB', 'DET', 'ADJ', 'PROPN', 'NOUN', 'PRON', 'AUX', 'AUX', 'VERB', 'ADV', 'ADV', 'SCONJ', 'DET', 'ADJ', 'PROPN', 'NOUN', 'ADP', 'DET', 'NOUN', 'AUX', 'ADJ']","[90, 84, 96, 92, 92, 85, 92, 87, 100, 89, 87, 95, 86, 84, 100, 90, 84, 96, 92, 95, 87, 87, 100, 86, 86, 98, 90, 84, 96, 92, 85, 90, 92, 87, 84]"
2415,8484,[repair #*] *,info,"[ , repair]","['SPACE', 'VERB']","[103, 100]"
2416,6149,Exception while adding button item to toolbar. *,warn,"[Exception, while, adding, button, item, to, toolbar]","['NOUN', 'SCONJ', 'VERB', 'NOUN', 'NOUN', 'PART', 'VERB']","[92, 98, 100, 92, 92, 94, 100]"
2417,10589,Could not delete the staging file * for blob key * and job *.,warn,"[Could, not, delete, the, staging, file, for, blob, key, and, job]","['AUX', 'PART', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'NOUN']","[87, 94, 100, 90, 92, 92, 85, 92, 92, 89, 92]"
2418,2034,"No more task remaining, splitting  | should have completed. Remaining tasks is  | , active tasks in map ",warn,"[No, more, task, remaining, splitting, should, have, completed, Remaining, tasks, is, active, tasks, in, map]","['DET', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'AUX', 'AUX', 'VERB', 'ADJ', 'NOUN', 'AUX', 'ADJ', 'NOUN', 'ADP', 'NOUN']","[90, 84, 92, 100, 92, 87, 87, 100, 84, 92, 87, 84, 92, 85, 92]"
2419,3100,Completed |  compaction  | ; duration=,info,"[Completed, compaction, duration]","['VERB', 'NOUN', 'NOUN']","[100, 92, 92]"
2420,8533,The * option has been deprecated. You should use * insteadchunk_length_kbchunk_length_in_kb,warn,"[The, option, has, been, deprecated, You, should, use, insteadchunk_length_kbchunk_length_in_kb]","['DET', 'NOUN', 'AUX', 'AUX', 'VERB', 'PRON', 'AUX', 'VERB', 'ADJ']","[90, 92, 87, 87, 100, 95, 87, 100, 84]"
2421,5867,Setting Global properties from the file *,info,"[Setting, Global, properties, from, the, file]","['VERB', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN']","[100, 84, 92, 85, 90, 92]"
2422,12256,Could not retrieve the Yarn application report for *.,info,"[Could, not, retrieve, the, Yarn, application, report, for]","['AUX', 'PART', 'VERB', 'DET', 'PROPN', 'NOUN', 'NOUN', 'ADP']","[87, 94, 100, 90, 96, 92, 92, 85]"
2423,3291,Failed deleting my ephemeral node,warn,"[Failed, deleting, my, ephemeral, node]","['VERB', 'VERB', 'PRON', 'ADJ', 'NOUN']","[100, 100, 95, 84, 92]"
2424,15927,error while sending ping response,warn,"[error, while, sending, ping, response]","['NOUN', 'SCONJ', 'VERB', 'NOUN', 'NOUN']","[92, 98, 100, 92, 92]"
2425,15865,unexpected error while finishing pinging round,warn,"[unexpected, error, while, finishing, pinging, round]","['ADJ', 'NOUN', 'SCONJ', 'VERB', 'VERB', 'NOUN']","[84, 92, 98, 100, 100, 92]"
2426,10235,Environment variable [*] is not setFLINK_PLUGINS_DIR,info,"[Environment, variable, is, not, setFLINK_PLUGINS_DIR]","['NOUN', 'NOUN', 'AUX', 'PART', 'NOUN']","[92, 92, 87, 94, 92]"
2427,6420,Stopping: *,info,[Stopping],['VERB'],[100]
2428,1881,Stopping master jetty server,info,"[Stopping, master, jetty, server]","['VERB', 'NOUN', 'NOUN', 'NOUN']","[100, 92, 92, 92]"
2429,2139,"Log folder  |  doesn't belong  | to a known region server, splitting",info,"[Log, folder, doesn, t, belong, to, a, known, region, server, splitting]","['VERB', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'ADP', 'DET', 'VERB', 'NOUN', 'NOUN', 'NOUN']","[100, 92, 96, 96, 100, 85, 90, 100, 92, 92, 92]"
2430,921,Unable to set the owner/group for file= | : ,warn,"[Unable, to, set, the, owner, group, for, file]","['ADJ', 'PART', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN']","[84, 94, 100, 90, 92, 92, 85, 92]"
2431,3390,System coprocessor loading is  | enabled,info,"[System, coprocessor, loading, is, enabled]","['NOUN', 'NOUN', 'NOUN', 'AUX', 'VERB']","[92, 92, 92, 87, 100]"
2432,10473,Error obtaining statistics from input format: ,warn,"[Error, obtaining, statistics, from, input, format]","['NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN']","[92, 100, 92, 85, 92, 92]"
2433,15065,socket timed out,warn,"[socket, timed, out]","['NOUN', 'VERB', 'ADP']","[92, 100, 85]"
2434,14083,Unable to abort file *,warn,"[Unable, to, abort, file]","['ADJ', 'PART', 'VERB', 'NOUN']","[84, 94, 100, 92]"
2435,3231,"Segment flattening failed, because versions do not match. Requester version:  | , actual version: ",warn,"[Segment, flattening, failed, because, versions, do, not, match, Requester, version, actual, version]","['NOUN', 'NOUN', 'VERB', 'SCONJ', 'NOUN', 'AUX', 'PART', 'VERB', 'PROPN', 'NOUN', 'ADJ', 'NOUN']","[92, 92, 100, 98, 92, 87, 94, 100, 96, 92, 84, 92]"
2436,16360,failed to update ingest pipelines,warn,"[failed, to, update, ingest, pipelines]","['VERB', 'PART', 'VERB', 'ADJ', 'NOUN']","[100, 94, 100, 84, 92]"
2437,2311,Region:  |  not hosted on favored nodes:  |  current:  |  moving to: ,warn,"[Region, not, hosted, on, favored, nodes, current, moving, to]","['NOUN', 'PART', 'VERB', 'ADP', 'VERB', 'PROPN', 'NOUN', 'VERB', 'PART']","[92, 94, 100, 85, 100, 96, 92, 100, 94]"
2438,5939,Bound to RMI registry on port *,info,"[Bound, to, RMI, registry, on, port]","['VERB', 'ADP', 'PROPN', 'NOUN', 'ADP', 'NOUN']","[100, 85, 96, 92, 85, 92]"
2439,10607,File upload for an existing file with key * for job *. This may indicate a duplicate upload or a hash collision. Ignoring newest upload.,warn,"[File, upload, for, an, existing, file, with, key, for, job, This, may, indicate, a, duplicate, upload, or, a, hash, collision, Ignoring, newest, upload]","['NOUN', 'NOUN', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PRON', 'AUX', 'VERB', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN']","[92, 92, 85, 90, 100, 92, 85, 92, 85, 92, 95, 87, 100, 90, 84, 92, 89, 90, 92, 92, 100, 84, 92]"
2440,16957,[*] datafeed [*] for job [*] has been stopped*,info,"[ , datafeed, for, job, has, been, stopped]","['SPACE', 'NOUN', 'ADP', 'NOUN', 'AUX', 'AUX', 'VERB']","[103, 92, 85, 92, 87, 87, 100]"
2441,14645,Shutting down,info,"[Shutting, down]","['VERB', 'ADP']","[100, 85]"
2442,17425,ldap_search timeout [*] is less than the minimum supported search timeout of 1s. using 1s,warn,"[ldap_search, timeout, is, less, than, the, minimum, supported, search, timeout, of, 1s, using, 1s]","['NOUN', 'NOUN', 'AUX', 'ADJ', 'ADP', 'DET', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'NUM']","[92, 92, 87, 84, 85, 90, 92, 100, 92, 92, 85, 92, 100, 93]"
2443,12182,Found Web Interface *:* of application '*'.,info,"[Found, Web, Interface, of, application]","['VERB', 'PROPN', 'PROPN', 'ADP', 'NOUN']","[100, 96, 96, 85, 92]"
2444,15708,"after allocating, node [*] would have more than the allowed * free disk threshold (* free), preventing allocation",warn,"[after, allocating, node, would, have, more, than, the, allowed, free, disk, threshold, free, preventing, allocation]","['SCONJ', 'VERB', 'NOUN', 'AUX', 'VERB', 'ADJ', 'ADP', 'DET', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN']","[98, 100, 92, 87, 100, 84, 85, 90, 100, 84, 92, 92, 84, 100, 92]"
2445,4412,Validating mapping using HDFS state,info,"[Validating, mapping, using, HDFS, state]","['VERB', 'NOUN', 'VERB', 'NOUN', 'NOUN']","[100, 92, 100, 92, 92]"
2446,3195,hostname is configured to be ,info,"[hostname, is, configured, to, be]","['NOUN', 'AUX', 'VERB', 'PART', 'AUX']","[92, 87, 100, 94, 87]"
2447,4395,"Fail to create znode  | , try= |  of ",warn,"[Fail, to, create, znode, try, of]","['VERB', 'PART', 'VERB', 'NOUN', 'NOUN', 'ADP']","[100, 94, 100, 92, 92, 85]"
2448,9127,   Feature  |  will be added as a startup feature,info,"[ , Feature, will, be, added, as, a, startup, feature]","['SPACE', 'NOUN', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN']","[103, 92, 87, 87, 100, 85, 90, 92, 92]"
2449,11343,Could not cleanup uploaded files.,warn,"[Could, not, cleanup, uploaded, files]","['AUX', 'PART', 'VERB', 'ADJ', 'NOUN']","[87, 94, 100, 84, 92]"
2450,6976,Existing KeystoreConfig * superseded by *,warn,"[Existing, KeystoreConfig, superseded, by]","['PROPN', 'PROPN', 'VERB', 'ADP']","[96, 96, 100, 85]"
2451,2361,"Attempted to delete: | , but couldn't. Run cleaner chain and attempt to delete on next pass.",warn,"[Attempted, to, delete, but, couldn, t, Run, cleaner, chain, and, attempt, to, delete, on, next, pass]","['VERB', 'PART', 'VERB', 'CCONJ', 'PROPN', 'PROPN', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PART', 'VERB', 'ADP', 'ADJ', 'NOUN']","[100, 94, 100, 89, 96, 96, 100, 84, 92, 89, 92, 94, 100, 85, 84, 92]"
2452,537,Added filter  |  (class= | ) to context ,info,"[Added, filter, class, to, context]","['VERB', 'NOUN', 'NOUN', 'PART', 'VERB']","[100, 92, 92, 94, 100]"
2453,17168,[*] Exception closing the running * process,warn,"[ , Exception, closing, the, running, process]","['SPACE', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN']","[103, 92, 100, 90, 92, 92]"
2454,330,$$$Empty Message$$$,warn,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
2455,10255,Getting copy task for task: ,info,"[Getting, copy, task, for, task]","['VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN']","[100, 92, 92, 85, 92]"
2456,8173,ClusterName mismatch from * *!=*,warn,"[ClusterName, mismatch, from]","['NOUN', 'VERB', 'ADP']","[92, 100, 85]"
2457,4400,$$$Empty Message$$$,warn,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
2458,1924,"Failed parse, skipping registering backup server",warn,"[Failed, parse, skipping, registering, backup, server]","['VERB', 'NOUN', 'VERB', 'VERB', 'ADJ', 'NOUN']","[100, 92, 100, 100, 84, 92]"
2459,17004,[*] no data found to analyze. Will not start analytics native process.,info,"[ , no, data, found, to, analyze, Will, not, start, analytics, native, process]","['SPACE', 'DET', 'NOUN', 'VERB', 'PART', 'VERB', 'AUX', 'PART', 'VERB', 'NOUN', 'ADJ', 'NOUN']","[103, 90, 92, 100, 94, 100, 87, 94, 100, 92, 84, 92]"
2460,3061,Failed report procedure  | ; retry (# | ) |  after  | ms delay (Master is coming online...).,info,"[Failed, report, procedure, retry, after, ms, delay, Master, is, coming, online]","['VERB', 'NOUN', 'NOUN', 'NOUN', 'SCONJ', 'ADJ', 'NOUN', 'PROPN', 'AUX', 'VERB', 'ADV']","[100, 92, 92, 92, 98, 84, 92, 96, 87, 100, 86]"
2461,6377,System doesn't support *,warn,"[System, doesn, t, support]","['NOUN', 'VERB', 'NOUN', 'NOUN']","[92, 100, 92, 92]"
2462,14996,Starting JVM Pause Monitor with infoThresholdMs:* warnThresholdMs:* and sleepTimeMs:*,info,"[Starting, JVM, Pause, Monitor, with, infoThresholdMs, warnThresholdMs, and, sleepTimeMs]","['VERB', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'CCONJ', 'PROPN']","[100, 96, 96, 96, 85, 96, 96, 89, 96]"
2463,16462,[*] Exception during cleanup of stale indices,warn,"[ , Exception, during, cleanup, of, stale, indices]","['SPACE', 'PROPN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN']","[103, 96, 85, 92, 85, 84, 92]"
2464,10351,JDBC connection could not be closed: ,info,"[JDBC, connection, could, not, be, closed]","['PROPN', 'NOUN', 'AUX', 'PART', 'AUX', 'VERB']","[96, 92, 87, 94, 87, 100]"
2465,14854,Disconnected from leader (with address: *). Was connected for *ms. Sync state: *,info,"[Disconnected, from, leader, with, address, Was, connected, for, ms, Sync, state]","['ADV', 'ADP', 'NOUN', 'ADP', 'NOUN', 'AUX', 'VERB', 'ADP', 'PROPN', 'PROPN', 'NOUN']","[86, 85, 92, 85, 92, 87, 100, 85, 96, 96, 92]"
2466,6355,Setting date format to: *,warn,"[Setting, date, format, to]","['VERB', 'NOUN', 'NOUN', 'PART']","[100, 92, 92, 94]"
2467,1837,Failed get of master address: ,warn,"[Failed, get, of, master, address]","['VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN']","[100, 92, 85, 92, 92]"
2468,8046,$$$Empty Message$$$,info,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
2469,8621,This node will not auto bootstrap because it is configured to be a seed node.,info,"[This, node, will, not, auto, bootstrap, because, it, is, configured, to, be, a, seed, node]","['DET', 'NOUN', 'AUX', 'PART', 'VERB', 'NOUN', 'SCONJ', 'PRON', 'AUX', 'VERB', 'PART', 'AUX', 'DET', 'NOUN', 'NOUN']","[90, 92, 87, 94, 100, 92, 98, 95, 87, 100, 94, 87, 90, 92, 92]"
2470,4347,[ | ] Sidelined parent region dir  |  into ,info,"[ , Sidelined, parent, region, dir, into]","['SPACE', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'ADP']","[103, 100, 92, 92, 92, 85]"
2471,12844,$$$Empty Message$$$,warn,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
2472,9161,$$$Empty Message$$$,info,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
2473,7064,Sampling failure,warn,"[Sampling, failure]","['VERB', 'NOUN']","[100, 92]"
2474,10613,Stopping checkpoint coordinator for job *.,info,"[Stopping, checkpoint, coordinator, for, job]","['VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN']","[100, 92, 92, 85, 92]"
2475,1304,Creating partial plan for table * : *,info,"[Creating, partial, plan, for, table]","['VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN']","[100, 84, 92, 85, 92]"
2476,936,Copy Snapshot Manifest from  |  to ,info,"[Copy, Snapshot, Manifest, from, to]","['VERB', 'PROPN', 'PROPN', 'ADP', 'ADP']","[100, 96, 96, 85, 85]"
2477,11550,Establish JobManager connection for job *.,info,"[Establish, JobManager, connection, for, job]","['PROPN', 'PROPN', 'NOUN', 'ADP', 'NOUN']","[96, 96, 92, 85, 92]"
2478,16479,failed to send bad request response,warn,"[failed, to, send, bad, request, response]","['VERB', 'PART', 'VERB', 'ADJ', 'NOUN', 'NOUN']","[100, 94, 100, 84, 92, 92]"
2479,1069,ASSERT pid=,info,"[ASSERT, pid]","['NOUN', 'NOUN']","[92, 92]"
2480,14597,Going to commit null: *,warn,"[Going, to, commit, null]","['VERB', 'PART', 'VERB', 'NOUN']","[100, 94, 100, 92]"
2481,12987,Set up the key converter * for task * using the connector config,info,"[Set, up, the, key, converter, for, task, using, the, connector, config]","['VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN']","[100, 85, 90, 84, 92, 85, 92, 100, 90, 92, 92]"
2482,2614,Failed to parse date ,warn,"[Failed, to, parse, date]","['VERB', 'PART', 'VERB', 'NOUN']","[100, 94, 100, 92]"
2483,9980,Attempting to resume transaction * with producerId * and epoch *,info,"[Attempting, to, resume, transaction, with, producerId, and, epoch]","['VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN']","[100, 94, 100, 92, 85, 96, 89, 96]"
2484,610,$$$Empty Message$$$,warn,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
2485,13795,*: Deactivating ConsumeBenchWorker.,info,"[ , Deactivating, ConsumeBenchWorker]","['SPACE', 'PROPN', 'PROPN']","[103, 96, 96]"
2486,9158,"Features verified:  | , failures:  | , ignored:  | , skipped: ",info,"[Features, verified, failures, ignored, skipped]","['NOUN', 'VERB', 'NOUN', 'VERB', 'VERB']","[92, 100, 92, 100, 100]"
2487,10916,starting iteration [ | ],info,"[starting, iteration]","['VERB', 'NOUN']","[100, 92]"
2488,125, failed with ,info,"[ , failed, with]","['SPACE', 'VERB', 'ADP']","[103, 100, 85]"
2489,14433,Ignoring exception closing cnxn sessionid 0x*,warn,"[Ignoring, exception, closing, cnxn, sessionid, 0x]","['VERB', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PROPN']","[100, 92, 100, 96, 96, 96]"
2490,1779,"Instantiated * with queueClass=*; numCallQueues=*, maxQueueLength=*, handlerCount=*",info,"[Instantiated, with, queueClass, numCallQueues, maxQueueLength, handlerCount]","['VERB', 'ADP', 'ADJ', 'ADJ', 'PROPN', 'NOUN']","[100, 85, 84, 84, 96, 92]"
2491,10417,Cannot remove unknown metric type *. This indicates that the reporter does not support this metric type.,warn,"[Can, not, remove, unknown, metric, type, This, indicates, that, the, reporter, does, not, support, this, metric, type]","['AUX', 'PART', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'PRON', 'VERB', 'SCONJ', 'DET', 'NOUN', 'AUX', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN']","[87, 94, 100, 84, 84, 92, 95, 100, 98, 90, 92, 87, 94, 100, 90, 84, 92]"
2492,8719,Drop table '*/*',info,"[Drop, table]","['NOUN', 'NOUN']","[92, 92]"
2493,17321,added user [*],info,"[added, user]","['VERB', 'NOUN']","[100, 92]"
2494,9287,Unrecognized resource repository: ,warn,"[Unrecognized, resource, repository]","['ADJ', 'NOUN', 'NOUN']","[84, 92, 92]"
2495,10177,Could not determine complete statistics for files '%s' due to an I/O error,warn,"[Could, not, determine, complete, statistics, for, files, s, due, to, an, I, O, error]","['AUX', 'PART', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PART', 'ADJ', 'ADP', 'DET', 'PROPN', 'NOUN', 'NOUN']","[87, 94, 100, 84, 92, 85, 92, 94, 84, 85, 90, 96, 92, 92]"
2496,2274,Finished computing new load balance plan. Computation took * to try * different iterations.  Found a solution that moves * regions; Going from a computed cost of * to a new cost of *,info,"[Finished, computing, new, load, balance, plan, Computation, took, to, try, different, iterations, Found, a, solution, that, moves, regions, Going, from, a, computed, cost, of, to, a, new, cost, of]","['VERB', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'PART', 'VERB', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'NOUN', 'VERB', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP']","[100, 100, 84, 92, 92, 92, 92, 100, 94, 100, 84, 92, 100, 90, 92, 95, 100, 92, 100, 85, 90, 100, 92, 85, 85, 90, 84, 92, 85]"
2497,3705,"Failed to read zookeeper, skipping checking deletable files",warn,"[Failed, to, read, zookeeper, skipping, checking, deletable, files]","['VERB', 'PART', 'VERB', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN']","[100, 94, 100, 92, 92, 100, 84, 92]"
2498,3136,Refreshing store files for region  |  files to add:  |  files to remove: ,info,"[Refreshing, store, files, for, region, files, to, add, files, to, remove]","['ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PART', 'VERB', 'NOUN', 'PART', 'VERB']","[84, 92, 92, 85, 92, 92, 94, 100, 92, 94, 100]"
2499,8957,* gap *μs,info,"[ , gap, s]","['SPACE', 'NOUN', 'PART']","[103, 92, 94]"
2500,2296,"slop=*, systemTablesOnMaster=*",info,"[slop, systemTablesOnMaster]","['PROPN', 'NOUN']","[96, 92]"
2501,14464,Incoming connection has no data,warn,"[Incoming, connection, has, no, data]","['ADJ', 'NOUN', 'VERB', 'DET', 'NOUN']","[84, 92, 100, 90, 92]"
2502,144,No serialized HRegionInfo in ,warn,"[No, serialized, HRegionInfo, in]","['DET', 'ADJ', 'NOUN', 'ADP']","[90, 84, 92, 85]"
2503,2026,Started splitting  |  logs in  |  for ,info,"[Started, splitting, logs, in, for]","['VERB', 'VERB', 'NOUN', 'ADP', 'ADP']","[100, 100, 92, 85, 85]"
2504,15450,failed to send back failure on join request,warn,"[failed, to, send, back, failure, on, join, request]","['VERB', 'PART', 'VERB', 'ADV', 'NOUN', 'ADP', 'NOUN', 'NOUN']","[100, 94, 100, 86, 92, 85, 92, 92]"
2505,14898,Creating TLS-only quorum server socket,info,"[Creating, TLS, only, quorum, server, socket]","['VERB', 'PROPN', 'ADJ', 'NOUN', 'NOUN', 'NOUN']","[100, 96, 84, 92, 92, 92]"
2506,3319,"Post open deploy tasks for *, openProcId=*, masterSystemTime=*",info,"[Post, open, deploy, tasks, for, openProcId, masterSystemTime]","['VERB', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'NUM']","[100, 84, 92, 92, 85, 96, 93]"
2507,7101,Problem evaluating the script,warn,"[Problem, evaluating, the, script]","['NOUN', 'VERB', 'DET', 'NOUN']","[92, 100, 90, 92]"
2508,7433,unexpected invocation of #onSubmit() on *,warn,"[unexpected, invocation, of, onSubmit, on]","['ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP']","[84, 92, 85, 92, 85]"
2509,4245,Locality checking is underway: { Scanned Regions :  | / |  },info,"[Locality, checking, is, underway, Scanned, Regions]","['NOUN', 'VERB', 'AUX', 'ADJ', 'PROPN', 'PROPN']","[92, 100, 87, 84, 96, 96]"
2510,1281, move tables  |  to rsgroup ,info,"[ , move, tables, to, rsgroup]","['SPACE', 'VERB', 'NOUN', 'PART', 'VERB']","[103, 100, 92, 94, 100]"
2511,14792,QuorumPeer communication is not secured! (SASL auth disabled),info,"[QuorumPeer, communication, is, not, secured, SASL, auth, disabled]","['NOUN', 'NOUN', 'AUX', 'PART', 'VERB', 'PROPN', 'NOUN', 'VERB']","[92, 92, 87, 94, 100, 96, 92, 100]"
2512,9195,$$$Empty Message$$$,warn,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
2513,797,Map-reduce job failed!,info,"[Map, reduce, job, failed]","['PROPN', 'VERB', 'NOUN', 'VERB']","[96, 100, 92, 100]"
2514,3246,Refreshing storefiles of region  |  due to global heap pressure. Total memstore off heap size= |  |  memstore heap size= | ,info,"[Refreshing, storefiles, of, region, due, to, global, heap, pressure, Total, memstore, off, heap, size, memstore, heap, size]","['ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN']","[84, 92, 85, 92, 85, 85, 84, 92, 92, 84, 92, 85, 92, 92, 92, 92, 92]"
2515,13791,Will consume from topic partitions * via manual assignment.,info,"[Will, consume, from, topic, partitions, via, manual, assignment]","['AUX', 'VERB', 'ADP', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN']","[87, 100, 85, 92, 92, 85, 84, 92]"
2516,9194,$$$Empty Message$$$,info,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
2517,2420,Executing splitting normalization plan: ,info,"[Executing, splitting, normalization, plan]","['VERB', 'NOUN', 'NOUN', 'NOUN']","[100, 92, 92, 92]"
2518,12928,Worker configuration property '*'* is deprecated and may be removed in an upcoming release. The specified value '*' does NOT match the default and recommended value '*'.,warn,"[Worker, configuration, property, is, deprecated, and, may, be, removed, in, an, upcoming, release, The, specified, value, does, NOT, match, the, default, and, recommended, value]","['NOUN', 'NOUN', 'NOUN', 'AUX', 'VERB', 'CCONJ', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'DET', 'VERB', 'NOUN', 'AUX', 'PART', 'VERB', 'DET', 'NOUN', 'CCONJ', 'VERB', 'NOUN']","[92, 92, 92, 87, 100, 89, 87, 87, 100, 85, 90, 84, 92, 90, 100, 92, 87, 94, 100, 90, 92, 89, 100, 92]"
2519,11480,Configuring application-defined state backend with job/cluster config,info,"[Configuring, application, defined, state, backend, with, job, cluster, config]","['VERB', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN']","[100, 92, 100, 92, 92, 85, 92, 92, 92]"
2520,17446,An error occurred while reloading file *,warn,"[An, error, occurred, while, reloading, file]","['DET', 'NOUN', 'VERB', 'SCONJ', 'VERB', 'NOUN']","[90, 92, 100, 98, 100, 92]"
2521,14523,problem reading snap file *,warn,"[problem, reading, snap, file]","['NOUN', 'VERB', 'ADJ', 'NOUN']","[92, 100, 84, 92]"
2522,3775,Received exception while creating connection :,warn,"[Received, exception, while, creating, connection]","['VERB', 'NOUN', 'SCONJ', 'VERB', 'NOUN']","[100, 92, 98, 100, 92]"
